ID,English
QUEST_RABBIT_1_7_QUESTINFODATA_ENCOUNTERTEXT,"As you approach the dungeon a sense of unease grows.  You feel sick at the thought of entering <quest_tile>. The rumours are true."
QUEST_RABBIT_1_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,"When our hero arrived, the strange wrongness overtook them. The thought of entering the foul dungeon's depths made them feel weak."
QUEST_RABBIT_1_7_QUESTINFODATA_JOURNALRUMOURTEXT,"Rumours were abound of strange magics coming from deep inside <quest_tile>. <hero_name> took it upon themselves to investigate."
QUEST_RABBIT_1_7_QUESTINFODATA_RUMOURTEXT,"Armellians have been talking about a strange sense of unease, emanating from a local dungeon."
QUEST_RABBIT_1_7_QUESTINFODATA_TITLE,"A Call From Below"
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Speak to the Wyld, raise the house."
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"The Wyld would not respond to such a trivial matter. It cursed the house, and made it sink deeper into the stinking mud."
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"The Wyld stirs. You feel a rush of pride until you realise that the house is sinking faster. The Rats jeer and chase you away. Oops."
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"The Wyld rose at <hero_name>'s command. The mud around the house hardened. It would surely stand for a hundred years!"
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"The house shudders. The mud around it darkens and turns solid. The rats cheer. They offer you a treasure as thanks for your work."
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Do your best to reinforce the building"
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> helped the rat family as best they could. There's only so much you can do to help save a house built over a swamp."
QUEST_RABBIT_1_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You're not a brilliant builder, but all Rabbits know a little. You set up some braces. Hopefully they'll hold for a while."
QUEST_RABBIT_1_8_QUESTINFODATA_ENCOUNTERTEXT,"The house had been built on a swamp. The Rats greet you, and ask that you stop their home from sinking into the mire."
QUEST_RABBIT_1_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The rats had built their family home in <quest_tile>. It was a miracle that it hadn't already sunk into the murky waters."
QUEST_RABBIT_1_8_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> agreed to help a Rat family with a construction issue. Our hero was tired of everyone assuming all rabbits knew how to build."
QUEST_RABBIT_1_8_QUESTINFODATA_RUMOURTEXT,"""You Rabbits are good builders right? There's a Rat Clan family that needs help with some... construction oversights."""
QUEST_RABBIT_1_8_QUESTINFODATA_TITLE,"Practiced Architect"
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Banish the errant magic"
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"The Wyld did not take kindly to orders. It fought back, and sent <hero_name> scurrying away, weakened."
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Wind howls past. Pain shoots through you. You fall to your knees, weakened. You crawl away, leaving the traveler to their fate."
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> had the strength to banish the rogue magic and save the traveler. Our hero gained a valuable ally that day."
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"The Wyld turns its gaze to you, but you withstand the assault. You help the traveler up. They swear themselves to your cause as thanks."
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Carry the stranger to safety"
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"The ways of the Wyld are mysterious. <hero_name> did what they could to save the stranger, leaving him to be cared for by a Rabbit farmer."
QUEST_RABBIT_1_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You drag the stranger from the stone circle, and take him to a nearby farm for shelter. The farmers agree to care for him till he recovers."
QUEST_RABBIT_1_9_QUESTINFODATA_ENCOUNTERTEXT,"The stone circle is unusually calm. All its magic seems focused on a figure slumped in the center. The dreamer."
QUEST_RABBIT_1_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> found the traveler slumped asleep in the middle of <quest_tile>. The magic had captured their mind. Perhaps for good."
QUEST_RABBIT_1_9_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> heard rumour of a traveler snared by Wyld magic. A dark fate. Perhaps our hero could do something to help."
QUEST_RABBIT_1_9_QUESTINFODATA_RUMOURTEXT,"The magic allure of a stone circle has snared a poor traveler. They're stuck in a dream, asleep within the circle's stones."
QUEST_RABBIT_1_9_QUESTINFODATA_TITLE,"Wyld Dream"
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Slay the snake. Claim that treasure!"
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> boldly lunged at the snake, but a lack of combat experience sealed the battle. Our hero was bitten, and forced to flee."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You leap at the snake, but it is faster than your clumsy blade. Its poisoned teeth sink into your leg, and you wisely cede the battle."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> boldly lunged at the snake, years of combat experience coming to bear. The snake fell, and a Spirit Stone was claimed."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You charge with a lightning fast swipe of your blade. The snake tries to bite you, but leaps right into your weapon's arc, beheading itself."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Ignore the snake. Search elsewhere."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Turning from the snake, our hero focused instead on analysing how the battle itself was lost. This knowledge would prove most valuable."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"As you search through the fields, you ponder valuable lessons as to how the rabbits lost this ancient battle; useful warfare knowledge."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"Armour yourself"
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> hefted the Royal Shield. Turned aside the snake's fangs and ended the creature's life. Its head would fetch a nice reward!"
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"With the Royal Shield raised, the snake's fangs pose no threat. You slay it and drag the creature's head back across <quest_tile>."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"Sneak close"
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"Luckily, using the Mirror Cape, <hero_name> slew the creature before it could hope to strike back. Its head would fetch a nice reward."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"Camouflaged by the shifting lights of the Mirror Cape, you brush up close to the creature and slay it with a single blow."
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"Load the Hand Cannons"
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"Firing twice with the Hand Cannons, our hero slew the serpent from afar. It's head would fetch a tidy sum... In the right circles. "
QUEST_RABBIT_2_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"No need to get close. You carefully load the Hand Cannons. After a single volley, the beast falls. A hiss echoes across the plain."
QUEST_RABBIT_2_1_QUESTINFODATA_ENCOUNTERTEXT,"You arrive at the fields and look around for clues. A dry riverbed nearby is your best bet, but it is guarded by a massive serpent."
QUEST_RABBIT_2_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"Our hero found the ancient battleground deep in Armello's vast plains -- but did not expect a deadly serpent to be guarding it."
QUEST_RABBIT_2_1_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> had heard rumors of an ancient battlefield, hidden from the world and still littered with valuable, unclaimed treasures."
QUEST_RABBIT_2_1_QUESTINFODATA_RUMOURTEXT,"Many of Armello's ancient battlefields have long-since been picked clean of loot. I've got word of one that hasn't, if you're interested."
QUEST_RABBIT_2_1_QUESTINFODATA_TITLE,"Snake in the Grass"
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Use every ounce of strength you have."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero vowed to save him, but the trek was simply too much. Fenris and his treasures were consumed by the storm -- all was lost."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You try to carry the wounded adventurer down the mountain, but your strength leaves you. The mountain claims him and his loot in the storm."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"But our hero would not let him die there! <hero_name> helped him up, hefted his treasures, and led them down the mountain to safety."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Relying on your strength, you lift the wounded treasure hunter and descend the mountain safely. Overjoyed, he shares his loot with you!"
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Save the adventurer, but leave the loot."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Our hero knew carrying both Fenris and his treasures would slow them down. <hero_name> left the loot in the snow, and Fenris was saved."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You leave the spoils of the adventurer's last great journey behind and help him down the mountain. He lives, but without his many spoils."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""I know a safer route down this mountain. Follow me."""
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Our hero ceded leadership to the loyal explorer, who had discovered a safe alternate path down the mountain. Fenris was saved!"
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"You cede leadership to the explorer, who is quick to point out a safer route. Your party reaches the base of the mountain in record time."
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"The Winged Boots. Now!"
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"The fabled Winged Boots saved our hero from the storm's fury. Thanks to them, Fenris would live to roam Armello again.\n"
QUEST_RABBIT_2_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"The storm is too strong! You seize the Winged Boots and grab Fenris. Together, you escape the to the safety of the mountain's base."
QUEST_RABBIT_2_10_QUESTINFODATA_ENCOUNTERTEXT,"You struggle to ascend the hazardous peak, blinded by snow and ice. You find the treasure hunter in short order, but he is gravely wounded."
QUEST_RABBIT_2_10_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> leapt into action, ascending the mountain peak amidst a terrible storm. There, Fenris lay wounded, stranded by a terrible fall."
QUEST_RABBIT_2_10_QUESTINFODATA_JOURNALRUMOURTEXT,"All the Rabbit Clan knew of Fenris the Treasure Seeker! Bold! Adventurous! And at that moment, trapped atop a mountain in a deadly storm."
QUEST_RABBIT_2_10_QUESTINFODATA_RUMOURTEXT,"A famous Rabbit Clan treasure hunter is stranded atop this mountain peak. He could sure use some help!"
QUEST_RABBIT_2_10_QUESTINFODATA_TITLE,"Fenris the Treasure Seeker"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Summon your strength and free yourself."
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Unfortunately, <hero_name> could not escape the net, and was quickly tired out. The bandits were quick to make off with our hero's gold!"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You wrestle in vain with the ropes, tiring yourself out just in time for the bandits to free you -- and rob you of your gold."
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"But a simple net would not stop our hero! <hero_name> lashed out at the net, using an approaching bandit as a cushion for the fall!"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You pull at the ropes, tearing them apart with your teeth and claws. You fall right on top of a bandit, and claim his treasure for yourself!"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Save your strength and wait this out."
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> watched and waited until the bandits lowered the net, still as a corpse. Then, with a mighty KICK, our hero bolted to freedom!"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"The bandit is confused by your still form. When he frees you, however, you spring to life, kicking him down and fleeing into the underbrush!"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"Call the Wyld to free you"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Thanks to the Wyld Talisman's connection to the forest, <hero_name> was able to escape the trap. They fled before the bandits arrived."
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"The talisman glows. Thick vines reach over from the trees alongside you. They rip the net open. You tumble to the ground. Good. Now run!"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""Never fear <hero_name>! I'll save you!"""
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"The squire fiddled with the knot for but a few moments before it was unbound, freeing our hero before the bandits even knew they were there!"
QUEST_RABBIT_2_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"You accede to your squire's wishes, and he fiddles with the knots keeping you bound. ""Got it!"" The net falls and you flee into the forest."
QUEST_RABBIT_2_11_QUESTINFODATA_ENCOUNTERTEXT,"The forest is oddly quiet -- right up until you step on the trap hidden under the leaves. You're hoisted into the trees, wrapped in a net!"
QUEST_RABBIT_2_11_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The forest was empty and eerily quiet. As <hero_name> considered the cause, a net trap was sprung, lifting our hero into the air!"
QUEST_RABBIT_2_11_QUESTINFODATA_JOURNALRUMOURTEXT,"Bandits had made their home in a nearby wood, but our hero was not dissuaded! <hero_name> turned and set course for the forest."
QUEST_RABBIT_2_11_QUESTINFODATA_RUMOURTEXT,"Lots of travelers going through this forest seem to find themselves robbed blind. Watch your step if you're walkin' through there!"
QUEST_RABBIT_2_11_QUESTINFODATA_TITLE,"A Net in the Trees"
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Put your back into it!"
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Unfortunately, <hero_name> lacked the strength needed to complete Talcott's vision and was unceremoniously booted from his workshop!"
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Your efforts sadly yield poor results for Talcott. Disappointed by your lack of strength, he is quick to kick you out of his workshop."
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> worked tirelessly to complete the massive, furnace-like contraption. Talcott's vision was achieved, and the reward was great!"
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Talcott is an exacting master, but his strange contraption is soon complete thanks to your work! He offers you a follower's card as thanks."
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Gather help."
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Knowing the contraption was impossible to complete alone, <hero_name> delegated the work. The job was done, but the rewards were meager."
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"Though Talcott is in a hurry, he waits for you to bring in some help. The device is complete, but you receive a meager split of the reward."
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""Heavy things need lifting? I'm good at that!"""
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>'s loyal Berserker leapt at the opportunity to lift heavy things, and Talcott's project was completed in half the expected time!"
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"You step aside and allow your loyal Berserker to lift the components into place. Talcott is impressed, and offers a reward for your help."
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""You need strength? Drink this!"""
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"Thanks to the strange concoction brewed by <hero_name>'s alchemist,  Talcott's contraption was completed at double speed."
QUEST_RABBIT_2_12_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"You grab hold of the potion offered by the alchemist and drink. Strength flows through you. The task is soon done. Talcott rewards you both."
QUEST_RABBIT_2_12_QUESTINFODATA_ENCOUNTERTEXT,"You arrive at Talcott's workshop and are immediately set to work on a furnace-like contraption. ""Don't think, just LIFT!"" He yells at you."
QUEST_RABBIT_2_12_QUESTINFODATA_JOURNALENCOUNTERTEXT,"However, Talcott also paid handsomely, so our hero set about to assist him in his latest venture."
QUEST_RABBIT_2_12_QUESTINFODATA_JOURNALRUMOURTEXT,"Talcott the Tinkerer was a master craftsman of the Rabbit Clan, notorious for massive contraptions that required hard labor to complete."
QUEST_RABBIT_2_12_QUESTINFODATA_RUMOURTEXT,"Ol' Talcott the Tinkerer's tryin' a new experiment in a nearby settlement and needs a hand. I'm sure he'll reward you nicely for the help."
QUEST_RABBIT_2_12_QUESTINFODATA_TITLE,"Talcott the Tinkerer"
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Hunt down the killer and slay them."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> tried to search for the assassin, but the culprit easily snuck behind and slashed out with their dagger before escaping."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Unfortunately, your reflexes fail you this day, and the concealed assassin escapes after disabling you with a well-placed slash to your leg."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Thanks to <hero_name>'s superior training, the hidden Rat Clan assassin did not stay hidden for long, and the treasure was reclaimed."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You trace the killer's movements, cornering them with ease and slaying them with your superior training. The stolen treasure is soon yours."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Go into town and call the guards."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"By seeking out the guards, our hero gave the villain time to flee. <hero_name> lost the treasure, but gained valuable experience that day."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You turn tail and fetch the town guard. By the time you return, the assassin (and the secret item he came for) are long gone."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""Stand aside! He can still be saved!"""
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Dam the treasure! A life's in danger! <hero_name>'s apothecary drew the inventor back from death. He lived on, creating many useful tools."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"The Apothecary rushes forward. He rips the bloody knife away and starts to paw through matted fur. He grimaces. ""He'll live."""
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""I know where the true secrets are kept."""
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"The coin master had little interest for crime-solving, and helped our hero open the inventor's secret wall safe instead."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"The badger turns to a painting on the wall. ""Standard wall safe. See?"" He hits it with his paw and it pops open, revealing a secret cache."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"End the killer's life"
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"With the dark, twisted magic of the poppet, <hero_name> felled the assassin from afar. Their body was never found."
QUEST_RABBIT_2_2_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"You prepare the poppet with fur snagged on broken glass. The assassin has no chance. You stick a needle through the doll's eye."
QUEST_RABBIT_2_2_QUESTINFODATA_ENCOUNTERTEXT,"You find the inventor dead, slumped over his desk with a dagger in his back. His treasure, and the killer, could be close at hand..."
QUEST_RABBIT_2_2_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> found the inventor dead in his home, slain by a dagger. The treasure (and the killer) were no doubt still close by."
QUEST_RABBIT_2_2_QUESTINFODATA_JOURNALRUMOURTEXT,"The inventors of the Rabbit Clan were eccentric, but brilliant. One had hailed our hero from afar, wishing to offer a valuable treasure."
QUEST_RABBIT_2_2_QUESTINFODATA_RUMOURTEXT,"An inventor of the Rabbit Clan sent word: he has a powerful item for you -- one that could greatly aid you in your quest."
QUEST_RABBIT_2_2_QUESTINFODATA_TITLE,"Industrial Espionage"
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Fight the summoned beast!"
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero hesitated the slightest bit -- unfortunately it was enough for the ghostly beast to wound <hero_name>, forcing them to flee."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"As you turn, a ghostly spectre emerges! You hesitate in fear -- just enough for the creature to slash at you with its terrible claws."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Our hero's supreme fighting skill was put the test that day, as a horrifying beast charged forth. The beast was slain, the circle cleansed."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You draw your blade and confront a beast of pure shadow and dust. Your training helps you avoid the beast's strike, and you fell it easily."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"Exit the stones, run to cover."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> backed away from the stone circle, dooming the sacrifice but allowing an easier battle against the horrid apparition."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You flee the stones before the ghostly essence can consume you, though the victim in the circle appears to perish as a result."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""A standard summoning ritual. Easily reversed. Allow me."""
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"The Warlock was well-versed in these situations and thankfully knew the simple words needed to reverse the summoning ritual."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"The Warlock seems amused by the effort put forth by the mysterious summoners, but with a few simple chants is able to reverse the ritual."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"Let the Bane's Blade lead your hand"
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"The Bane's Blade gave our hero the power to slay all threats within <quest_tile>. The residual magic bolstered <hero_name>'s strength.\n"
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"Whatever Rot-spawn is being summoned has no chance. Dark steel flashes. You slay all within the circle. The spell fails, you take its power. "
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"Purge the circle"
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"The Moon Scythe forced back the whispers, and the Rot-Beast they called from beyond. Our hero cleansed <quest_tile> for now."
QUEST_RABBIT_2_3_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"The Moon Scythe blazes like a shining torch. White light drives the Rot back. Whatever foul plan was at work is foiled."
QUEST_RABBIT_2_3_QUESTINFODATA_ENCOUNTERTEXT,"As you walk into the stones, you notice a figure lying at their center, surrounded by strange markings painted in blood..."
QUEST_RABBIT_2_3_QUESTINFODATA_JOURNALENCOUNTERTEXT,"At the center of the circle, an innocent victim lay unconscious. Then, from around the perimeter, demonic whispers carried on the wind."
QUEST_RABBIT_2_3_QUESTINFODATA_JOURNALRUMOURTEXT,"Our hero had been told of a group of standing stones, once a refuge for the people. Now, apparently, a cursed locale."
QUEST_RABBIT_2_3_QUESTINFODATA_RUMOURTEXT,"The locals used to visit those stones in the wilderness all the time... but some foul essence corrupts its natural beauty."
QUEST_RABBIT_2_3_QUESTINFODATA_TITLE,"The Spirit Golem"
QUEST_RABBIT_2_4_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Pressure the squirrels."
QUEST_RABBIT_2_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Try as <hero_name> might, they simply could not get the squirrels to reveal anything. The sellsword thusly escaped the Rabbit Clan's wrath."
QUEST_RABBIT_2_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You lean on the squirrels, but cannot convince them to reveal anything. You are forced to leave them, and the forest, empty-pawed."
QUEST_RABBIT_2_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Our hero knew better than to trust a squirrel at their word. The sellsword was soon on the run, Rabbit Clan territory freed of their filth."
QUEST_RABBIT_2_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Through your clever questioning, the squirrels give away the villain's location. She is quick to flee, dropping a Spirit Stone behind."
