ID,SimplifiedChinese
QUEST_RABBIT_2_5_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"大批毁掉袭击者"
QUEST_RABBIT_2_5_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"但是，强盗没有机会进攻。我们的勇士在乌鸦嘴匕首诅咒的帮助下，摧毁了它们的队伍。"
QUEST_RABBIT_2_5_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"有乌鸦嘴匕首在手，您悄悄爬过村庄周围地带，在强盗到达之前就干掉了它们。"
QUEST_RABBIT_2_5_QUESTINFODATA_ENCOUNTERTEXT,"小偷们将很快到达，据说，他们从吓坏的农民那里收集贡品。他们求你帮忙，不论结果如何。"
QUEST_RABBIT_2_5_QUESTINFODATA_JOURNALENCOUNTERTEXT,"定居者一直生活在恐惧之下。他们的庄稼将很快被收走，而只有我们的勇士站出来进行阻拦！"
QUEST_RABBIT_2_5_QUESTINFODATA_JOURNALRUMOURTEXT,"一小群在平原上的定居者受到攻击 - 一群土匪正威胁到他们的生计！我们的勇士决定提供援手。"
QUEST_RABBIT_2_5_QUESTINFODATA_RUMOURTEXT,"平原的一些定居者请求帮助对付一群盗贼。拜访他们，看看你能帮些什么。"
QUEST_RABBIT_2_5_QUESTINFODATA_TITLE,"平原守护者"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"与强人联手。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"据说这种社会失礼将会以闪电之速传遍兔窝。<hero_name>挤了进去。很可惜。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你试图在众多的谈话中插进去，但你完全被忽视了。你在尴尬中离开了舞会。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"几分钟内，阿门罗的精英不认可<hero_name>对王位的夺取，他们已对受重视的<test_reward>支付酬劳。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"你早已声名在外，而精英们似乎很满意，他们坚信你，甚至向你的事业提供<test_reward>。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"与普通百姓联手。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"但有时普通百姓，阿门罗的动力所在，才是真正的成功之路。所以<hero_name>花了整晚团结他们。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你没理会舞厅反而专注在仆人身上。成为阿门罗人农奴阶级的平民勇士。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“很多松开的口袋，我难以抗拒！”"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"展示的财富太多，令咒法师难以抗拒。我们的勇士帮它“借出”了它们能拿走的一切，然后一起逃跑了。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"您的咒法师受到许多叮当作响的口袋的诱惑，小小地耍了一把花招。你们一起离开了，富有了许多。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"找借口亮出您的皇家赦免。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"几乎没有例外。我们的勇士用它们的皇家赦免进入了有看守的密室。它们逃脱了，收获不小。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"您使用皇家赦免秘密潜入私人密室，偷走了一张价值不菲的卡牌！"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"戴上化妆舞会面具"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"化妆舞会面具的匿名性和自然魅力使得<hero_name>收集到了一些特别敏感的信息。"
QUEST_RABBIT_2_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"您戴着面具，您偷偷参加完了舞会，安然无恙。您偷听到的对话让您对王国的未来有了很多了解。"
QUEST_RABBIT_2_6_QUESTINFODATA_ENCOUNTERTEXT,"这次舞会被证明是一次天赐良机，可以转变阿门罗各派对你部族事业的看法...或消除通往王座之路的潜在障碍。"
QUEST_RABBIT_2_6_QUESTINFODATA_JOURNALENCOUNTERTEXT,"兔子绝不会放过机会来执行一些他们所谓的社会工程，这次舞会当然也不例外。"
QUEST_RABBIT_2_6_QUESTINFODATA_JOURNALRUMOURTEXT,"作为征途中各种险情和洞穴的一个小插曲，<hero_name>应邀出席了隆重的阿门罗社会名流舞会。"
QUEST_RABBIT_2_6_QUESTINFODATA_RUMOURTEXT,"你受邀参加<quest_tile>的舞会。许多阿门罗政治家计划参加，所以第一印象很重要。"
QUEST_RABBIT_2_6_QUESTINFODATA_TITLE,"盛大的舞会"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"召唤怀尔德对你进行指引。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>召唤怀尔德，但很可惜，似乎就在那一天，它对我们的勇士另有计划。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"在设置了许多陷阱之后，你明智地认为怀尔德不会帮你。你离开洞穴，穿着略差。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"怀尔德回答说：在其指引下，巧妙的疾行兔陷阱不比好奇的奇迹多，而宝藏比比皆是！"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"怀尔德听到你的召唤，指引你绕过致命陷阱和圈套，直接进入山中的藏宝室。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"仔细绘制出洞穴深处所在的地方。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"使用精神增强记忆力，我们的勇士精心研究了洞穴的每一寸土地。陷阱都被避开了，但宝藏也不见了。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你按图索骥从容不迫地安全抵达疾行兔家族墓穴。不幸的是许多宝藏在你抵达时已经被带走了。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“啊！！ BUGS！！！”"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"传说疾足的陷阱无法逾越，但那一天傻瓜一不小心证明了这个说法的谬误，而且每个陷阱都是如此。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"您的傻瓜疯狂地连续敲打着这个昆虫的肩膀，破开了兔窝里的所有陷阱。您掠夺了金库外的一切。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“这些隧道不牢固。我有办法。”"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"多亏采掘师了解地牢结构，我们的勇士得以避免陷阱，并安全地洗劫了兔窝。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"您的采矿师发现隧道的墙壁薄弱。几击中的，屋顶部分便垮塌下来，摧毁了任何陷阱。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"避开陷阱"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"狮心王胸甲的佩戴者不受陷阱的影响。疾足设下的圈套对我们勇士没有任何影响。"
QUEST_RABBIT_2_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"陷阱像下冰雹一样向下射出弩箭和致命的炮弹，但却从狮心王胸甲反弹回去了，没有造成任何伤害。搜索很简单。"
QUEST_RABBIT_2_7_QUESTINFODATA_ENCOUNTERTEXT,"疾行兔是兔族的弃儿，仍然是个聪明的发明家。毫无疑问，他们的老巢处于危险之中！"
QUEST_RABBIT_2_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,"这个洞穴，深藏于<quest_tile>的峭壁上，是疾行兔的家。一定藏有陷阱和宝藏！"
QUEST_RABBIT_2_7_QUESTINFODATA_JOURNALRUMOURTEXT,"根据热门的传闻线索，我们的勇士自行前往<quest_tile>寻找传说中兔族王朝的最后安息之地。"
QUEST_RABBIT_2_7_QUESTINFODATA_RUMOURTEXT,"一个古老的兔族家族墓穴，有可能追溯到疾行兔，据说是大山深处的一个洞穴。"
QUEST_RABBIT_2_7_QUESTINFODATA_TITLE,"疾行兔之墓"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"窥探神奇的水域。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士试图寻找水域，但怀尔德很善变。<hero_name>被迫离开，耗尽了他们的精力。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你凝视着水面，但怀尔德的存在认为你不值得拥有它的礼物。你蹒跚走开，身体虚弱，精疲力尽。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"我们的勇士望着水面，并能感受到怀尔德 - 当灵石从深处升起时更是如此！"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"你凝望着自己的倒影，并感觉到与怀尔德的强烈感应。从深处升起，一块灵石显现出来。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"喝口水并匆忙离开。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"感觉到有什么东西从水池中出来，我们的勇士在离开之前迅速为自己补充水分。怀尔德之水为他们填满了活力。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你绕过了怀尔德的精神考验，然后解渴了一番。你觉得在怀尔德中变得更强，但没有收到更多的祝福。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“我的大师使这些其中一个失而复回！”"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>忠诚的学徒低声念了一段奇怪的咒文，水便被抽到了地球，露出了下面一件强大的物品。\n"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"学徒很熟悉这一现象，低声念了几个奇怪的咒语让水消失，变成一件强大的物品。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"怀尔德弗赖依棒发出嗡嗡声..."
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"怀尔德弗赖依棒改变了水。它们退回了地球。留下一件受怀尔德庇佑的礼物。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"将棒子举到水池上方，池里的水将闪闪发光。涟漪撤回，露出隐藏的宝藏。"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"“跪下。”"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>忠诚的学徒低声念了一段奇怪的咒文，水便被抽到了地球，露出了下面一件强大的物品。\n"
QUEST_RABBIT_2_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"学徒跪在河水的前面，低声向怀尔德进行着忠诚的祷告。当你和他一起时，河水退下，一个强大的东西出现了。"
QUEST_RABBIT_2_8_QUESTINFODATA_ENCOUNTERTEXT,"你在风景如画的田野中发现小泉水，其镜面般的水面吸引你一探究竟。但是有些东西升了起来..."
QUEST_RABBIT_2_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name>发现了田野深处的泉水，没有文明接触的迹象。其镜面般的水面要仔细查看。"
QUEST_RABBIT_2_8_QUESTINFODATA_JOURNALRUMOURTEXT,"阿门罗所有的天然泉水，据说都可以感应到怀尔德的精神属性。我们的勇士下决心要了解一番这是否是真的。"
QUEST_RABBIT_2_8_QUESTINFODATA_RUMOURTEXT,"有传言说泉水源头出现在平原附近。一些民间传闻说，它具有神奇的特性 - 可能是值得一探！"
QUEST_RABBIT_2_8_QUESTINFODATA_TITLE,"预兆水池"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"净化这些可怜的灵魂。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>试图召唤怀尔德前来，但毫不起作用。土匪们几乎抓住了我们的勇士，但他们逃到了安全地带。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你闭上眼睛 - 但怀尔德没理你。土匪们朝你蜂拥过来，在你也成为他们的囚犯之前强迫你逃离。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"我们的勇士召唤怀尔德前来，让被感染的土匪窜入树林。所以被释放的囚犯前来加入<hero_name>。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"你闭上眼睛，并觉得怀尔德在净化你的火焰。土匪尖叫着四散而逃，让你可以释放被困的动物。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"放火烧了整个营地。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>选择直接的办法，将营地烧成灰烬。不幸的是，囚犯们被失控的火焰夺走了生命。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你点了火，虽然它的蔓延超出了你的控制。你感觉与怀尔德在一起更强大，但哀悼你的战友葬身火海。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"我可以引起分心！"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"好在<hero_name>忠诚的吟游诗者能使它们分心！囚犯被释放了，但它决定不加入没有勇气去战斗的勇士的队伍。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"吟游诗者利用分心术清空了营地，不仅允许您放走囚犯，而且还从它们的金库抢夺了一张强大的卡牌！"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"举起贝恩爪"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"贝恩爪从堕落的生物身上吸收腐化。打倒它们。囚犯被放走了，但它们什么也没说。只是盯着爪子看。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"强盗的眼睛闪着明亮的白光。当从它们体内排干腐化的汁液时，它们喘着大气。它们瘫倒在地。营地的货物归您。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"我可以引起分心！"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"好在<hero_name>忠诚的吟游诗者能使它们分心！囚犯被释放了，但它决定不加入没有勇气去战斗的勇士的队伍。"
QUEST_RABBIT_2_9_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"吟游诗者利用分心术清空了营地，不仅允许您放走囚犯，而且还从它们的金库强夺了一个强大的卡牌！"
QUEST_RABBIT_2_9_QUESTINFODATA_ENCOUNTERTEXT,"你进入营地，并注意到杀手的眼睛焕发出明亮的紫色 - 他们被腐化了，而你的战友生死难料！"
QUEST_RABBIT_2_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name>找到了营地，与一小队寄生了腐化的土匪们站在一起 - 他们紫色的眼睛里充满了愤怒和怨恨。"
QUEST_RABBIT_2_9_QUESTINFODATA_JOURNALRUMOURTEXT,"如果有人宣誓效忠兔族，则他们所选择的勇士会保护他们。一个这样的动物被土匪们牢牢关在森林的深处。"
QUEST_RABBIT_2_9_QUESTINFODATA_RUMOURTEXT,"我听到传闻说一名兔族的忠诚分子被困在森林里的土匪营地之中。最大的困难是，他们都遭受了腐化。"
QUEST_RABBIT_2_9_QUESTINFODATA_TITLE,"腐化中的笼子"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"砸开家族墓穴的锁。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"不幸的是，我们的勇士不太了解如何砸开兔族的锁，并且很快惊动了守卫！<hero_name>两爪空空地逃走了。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你花了几个小时尝试破解家族墓穴，但在守卫到达之前毫无进展。在你逃走前，你最终经受了一些磨难。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"然而，我们被兔族选择的勇士，很容易就破解了锁！家族墓穴开启，里面的灵石归其所有！"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"用你敏锐的兔族智慧，你很快破解了家族墓穴的保安措施，并将里面宝贵的灵石带走了！"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"让锁无法打开！"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>微微一笑。男爵将再也见不到他珍贵的宝藏了！我们的勇士打破了锁，而家族墓穴再也未曾打开过！"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"唯一比从不忠诚的男爵窃取宝藏更好的事情？让他掌管，但没有办法用它！"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“退后。堵上耳朵！”"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"金库门无法抵抗爆炸混合物的力量。炼金术士炸开了门，但却损坏了里面的货物。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"您的炼金术士朝着金库扔过去一个冒着泡的紫色瓶子。它炸开了门。您尽力从里面抢救了一切，然后逃走了。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“这不是唯一的金库...”"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"硬币大师熟悉阿门罗每个银行的内部情况。它们带领我们的勇士来到了守卫不太严的保险箱，“解放”了一些工具。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"您的硬币大师并没在男爵金库中找到中意的宝藏，于是带您来到银行的中央保险箱。你们离开时都变得更加富有了。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"炸开锁子 "
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"手炮一次齐射便粉碎了锁子，但是炮弹声却引起了注意，这意味着<hero_name>只有很少的时间采取行动。"
QUEST_RABBIT_3_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"金库早在手炮技术出现之前就建起来了。您使用它们将锁炸开，但炮弹的噪音意味着您没有时间抢夺太多东西。"
QUEST_RABBIT_3_1_QUESTINFODATA_ENCOUNTERTEXT,"你已经悄悄避过大多数的守卫，并能看到你面前的家族墓穴 - 当然是兔族打造的。现在到了棘手的部分..."
QUEST_RABBIT_3_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"所以，我们勇敢的勇士蹑手蹑脚地避开守卫，到达家族墓穴令人难以置信的大门，由精心制作的兔族锁把守。"
QUEST_RABBIT_3_1_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name>被告知邪恶男爵将兔族宝藏锁在一个巨大的家族墓穴中。这无疑是值得一试的突破！"
QUEST_RABBIT_3_1_QUESTINFODATA_RUMOURTEXT,"似乎鼠族男爵走开了，并将他在当地一家银行找到的兔族宝藏锁了起来。也许你可以让它重见天日？"
QUEST_RABBIT_3_1_QUESTINFODATA_TITLE,"家族墓穴"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"从泥潭中拉出工具箱。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"不幸的是，我们的勇士缺乏拖出孩子的力气，<hero_name>万分羞愧地逃离了沼泽，伤痕累累。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你伸手试图从泥潭中拉出孩子，但你根本就不够强大 - 孩子失去了，而你的内疚永远无法抹平。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"幸运的是，我们的勇士足够强大将她迅速拉出污泥，护送她安全地回到父母身边。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"刻不容缓，如果可怜的孩子以这个速度下沉！你伸出手，召唤你所有的力量，将孩子拉出污泥。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"别着急，做好准备。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>搜寻附近的物品来以最小的风险解救孩子，吓吓可怜的动物，并控制她的紧张与恐惧。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"当可怜的孩子在恐怖中尖叫时，你找到了厚实的藤蔓和坚固的棍棒。你拯救了她，但恐惧让她紧张。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“抓住我的腿！我可以找到它！”"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"由于咒法师表现出超常的灵活性，小猫被从令人窒息、吸附力极强的沙地里救出来了。它交给我们一个小装饰品，以表示感谢。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"您的咒语师向前潜去，痛苦地向前扭动着它的身体。它设法抓住小猫，您将它拖到了安全的地方。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"使用飞翼靴营救它"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"多亏了传说中的飞翼靴的速度和敏捷性，<hero_name>能够救下小猫，使其免于溺死在沙地里。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"必须拯救小猫！您抓住飞翼靴并向前冲去，将它拽出贪婪的沙地。它安全了！"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"扔给它什么东西...任何东西！"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"尽管皇家盾牌是一件很有价值的宝藏，但它曾在小猫陷入沙地的紧要关头成为它的救命之物。"
QUEST_RABBIT_3_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"皇家盾牌足够大。它拖着身体爬到上面，然后跳向了自由。您尴尬地收回盾牌。"
QUEST_RABBIT_3_10_QUESTINFODATA_ENCOUNTERTEXT,"追寻着旧印痕和折断植物的踪迹，你行进到沼泽的深处。然后你发现了孩子 - 一半埋在了流沙坑里。"
QUEST_RABBIT_3_10_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name>发现深陷沼泽的可怜孩子，陷在流沙坑里，并快速下沉。"
QUEST_RABBIT_3_10_QUESTINFODATA_JOURNALRUMOURTEXT,"一名年幼的孩子已经走丢进入沼泽中，注定要丧命，除非我们的勇士能找到她，并将她带到安全地带。"
QUEST_RABBIT_3_10_QUESTINFODATA_RUMOURTEXT,"本地兔族定居者走了，也把他的孩子丢了 - 认为她在沼泽里走丢了。找到她就能够获得奖赏。"
QUEST_RABBIT_3_10_QUESTINFODATA_TITLE,"当心沙子"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"打破你的镣铐并解救旅行者。"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士试图及时逃出以解救被凶恶的鼠族抓到的另一个可怜的旅行者，但最终只有<hero_name>逃脱了。"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你试着拼命将自己从镣铐中挣脱出来，但缺乏这样做的力气。旅行者惨死，你勉强逃脱。"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"幸运的是，<hero_name>力大无穷，不仅解救了自己，还救了被鼠族抓住的另一个倒霉的旅行者！"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"召唤你的全部力量，你打破了自己的镣铐并冲向了鼠族。他们惊恐四散，让你能够解救旅行者。"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"保护自己逃生。"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>唯一的目标是要逃跑 - 即使其他俘虏哀求我们的勇士提供帮助，但没有时间去犹豫了。"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"这是这里的每一个动物，是吗？你没理会旅行者的哭声，慢慢解开自己，溜进树林里去。"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"拉出贝恩爪"
QUEST_RABBIT_3_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"贝恩爪射出的恐怖直抵老鼠的心脏。它们逃跑了。的却，腐化的臭名十分可怕。"
